400899385
Trail Blazers,Timberwolves
95,89
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
36-73,49.3,6-22,27.3,17-28,60.7,49,4,37,13,10,8,14,16,5,36,19,2,0
35-87,40.2,7-23,30.4,12-18,66.7,57,13,34,21,11,5,17,15,12,34,25,0,0

400899386
Timberwolves,Grizzlies
98,102
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
36-86,41.9,6-18,33.3,20-29,69.0,56,15,30,20,6,5,11,17,13,44,23,0,0
36-80,45.0,11-24,45.8,19-27,70.4,55,11,34,19,6,11,13,18,5,34,25,2,0

400899399
Kings,Timberwolves
123,117
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
44-78,56.4,11-19,57.9,24-33,72.7,48,7,33,27,5,4,17,28,10,48,27,0,0
39-87,44.8,9-27,33.3,30-38,78.9,51,10,31,27,8,4,11,17,18,48,23,0,0

400899421
Timberwolves,76ers
91,93
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
33-82,40.2,7-24,29.2,18-20,90.0,51,9,38,20,7,6,18,21,16,34,24,1,0
33-85,38.8,7-32,21.9,20-25,80.0,57,12,36,19,10,7,16,20,10,40,21,1,0

400899442
Timberwolves,Jazz
107,80
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
39-78,50.0,8-16,50.0,21-26,80.8,52,10,38,23,11,7,12,10,8,54,15,0,0
35-90,38.9,4-19,21.1,6-11,54.5,52,16,30,18,6,5,14,17,5,52,23,0,0

400899484
Timberwolves,Kings
103,106
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
37-70,52.9,7-22,31.8,22-31,71.0,45,7,29,19,6,5,14,22,8,32,25,1,0
39-85,45.9,9-26,34.6,19-25,76.0,49,11,20,24,6,5,13,17,15,48,24,1,0

400899502
Grizzlies,Timberwolves
80,116
FG Made-Attempted,Field Goal %,3PT Made-Attempted,Three Point %,FT Made-Attempted,Free Throw %,Total Rebounds,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Total Turnovers,Points Off Turnovers,Fast Break Points,Points in Paint,Personal Fouls,Technical Fouls,Flagrant Fouls
27-75,36.0,4-24,16.7,22-29,75.9,41,8,24,10,17,4,21,24,11,40,22,1,0
43-78,55.1,12-20,60.0,18-23,78.3,54,10,40,29,10,5,21,29,25,42,22,0,0

400899517
Nuggets,Timberwolves
102,99
