400899377,Spurs,Warriors,129,100
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
LaMarcus Aldridge,PF,1,35,10-20,1-1,5-6,8,6,14,3,1,0,2,1,+10,26
Kawhi Leonard,SF,1,32,10-21,0-3,15-15,3,2,5,3,5,0,2,1,+14,35
Kyle Anderson,SF,1,22,1-1,1-1,0-0,2,2,4,0,1,0,0,1,-4,3
Pau Gasol,C,1,18,1-4,0-0,0-0,0,4,4,1,0,0,1,3,-13,2
Tony Parker,PG,1,26,4-9,1-2,0-0,0,3,3,4,0,0,2,4,-12,9
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
David Lee,PF,0,11,2-4,0-0,2-2,3,3,6,2,0,0,2,1,+13,6
Jonathon Simmons,SF,0,28,8-14,3-5,1-3,1,3,4,3,0,1,2,2,+33,20
Dewayne Dedmon,C,0,17,1-4,0-0,0-0,4,4,8,0,1,2,1,3,+29,2
Davis Bertans,C,0,4,2-2,1-1,0-0,0,1,1,0,0,0,0,0,+6,5
Patty Mills,PG,0,18,4-9,3-5,0-0,0,1,1,5,4,0,0,1,+35,11
Bryn Forbes,SG,0,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+6,0
Manu Ginobili,SG,0,21,4-10,2-6,0-0,0,5,5,2,1,0,0,1,+22,10
Nicolas Laprovittola,G,0,4,0-0,0-0,0-0,0,0,0,2,0,0,1,1,+6,0
TEAM,,,,47-98,12-24,23-26,21,34,55,25,13,3,13,19,,129
 ,,,,48.0%,50.0%,88.5%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Draymond Green,PF,1,33,7-14,2-5,2-2,5,7,12,6,5,1,2,2,-5,18
Kevin Durant,SF,1,37,11-18,1-3,4-5,0,10,10,4,2,2,0,2,-13,27
Zaza Pachulia,C,1,20,1-1,0-0,0-0,1,2,3,1,0,0,3,2,-3,2
Stephen Curry,PG,1,34,9-18,3-10,5-6,0,3,3,4,0,0,4,1,-9,26
Klay Thompson,SG,1,33,5-13,1-6,0-0,0,1,1,2,0,0,1,4,-6,11
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
David West,PF,0,11,1-2,0-0,0-0,1,1,2,0,1,1,4,2,-13,2
Kevon Looney,SF,0,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-6,0
Andre Iguodala,SF,0,27,1-3,0-2,0-0,1,1,2,3,1,0,1,3,-28,2
JaVale McGee,C,0,4,1-2,0-0,0-1,0,0,0,0,0,0,0,0,-6,2
Anderson Varejao,C,0,3,0-0,0-0,1-2,0,0,0,0,0,0,0,3,-8,1
Shaun Livingston,PG,0,13,1-3,0-1,0-0,0,2,2,0,1,0,1,0,-15,2
Ian Clark,SG,0,13,2-8,0-4,1-2,0,0,0,2,0,1,0,0,-29,5
Patrick McCaw,SG,0,9,1-3,0-2,0-0,0,0,0,2,1,1,0,0,-4,2
TEAM,,,,40-85,7-33,13-18,8,27,35,24,11,6,16,19,,100
 ,,,,47.1%,21.2%,72.2%

400899424,Spurs,Kings,102,94
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
LaMarcus Aldridge,PF,1,32,5-13,0-1,6-8,2,3,5,1,0,0,1,4,-10,16
Kawhi Leonard,SF,1,35,11-21,1-5,7-7,0,3,3,5,5,0,1,5,+4,30
Kyle Anderson,SF,1,27,1-2,0-0,0-0,0,8,8,3,1,1,1,1,-9,2
Pau Gasol,C,1,21,3-7,1-1,0-0,0,6,6,1,1,1,3,2,-13,7
Tony Parker,PG,1,25,0-6,0-1,4-4,0,0,0,2,1,0,0,1,-12,4
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
David Lee,PF,0,16,5-6,0-0,2-2,2,3,5,2,2,1,0,3,+18,12
Jonathon Simmons,SF,0,18,1-2,0-0,3-4,1,1,2,3,0,0,2,3,+2,5
Dewayne Dedmon,C,0,24,5-6,0-0,2-2,4,3,7,0,0,4,0,4,+21,12
Patty Mills,PG,0,23,2-7,2-4,0-0,0,1,1,1,0,0,0,1,+20,6
Manu Ginobili,SG,0,19,3-9,2-6,0-0,0,3,3,5,0,1,1,2,+19,8
Davis Bertans,C,0,DNP-COACH'S DECISION
Bryn Forbes,SG,0,DNP-COACH'S DECISION
Nicolas Laprovittola,G,0,DNP-COACH'S DECISION
TEAM,,,,36-79,6-18,24-27,9,31,40,23,10,8,9,26,,102
 ,,,,45.6%,33.3%,88.9%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Rudy Gay,SF,1,32,3-10,1-3,10-12,0,7,7,2,2,0,1,4,+2,17
Kosta Koufos,C,1,24,4-7,0-0,0-0,2,5,7,3,1,0,3,2,+2,8
DeMarcus Cousins,C,1,37,10-22,3-5,14-16,3,13,16,2,1,0,3,3,-2,37
Ty Lawson,PG,1,36,3-7,0-2,1-2,1,3,4,9,1,0,1,1,+1,7
Arron Afflalo,SG,1,36,3-9,1-3,0-0,0,4,4,1,1,0,0,1,+4,7
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Anthony Tolliver,PF,0,15,0-2,0-2,2-2,0,0,0,0,0,0,2,1,-13,2
Garrett Temple,SF,0,12,0-2,0-2,0-0,0,0,0,3,0,0,0,2,-9,0
Matt Barnes,SF,0,27,1-4,1-3,0-0,0,0,0,1,1,0,2,3,-14,3
Willie Cauley-Stein,C,0,11,1-3,0-0,1-2,0,0,0,0,0,0,1,2,-6,3
Ben McLemore,SG,0,10,3-4,0-0,4-4,0,2,2,1,0,0,2,2,-5,10
Omri Casspi,SF,0,DNP-COACH'S DECISION
Darren Collison,PG,0,DNP-SUSPENDED BY LEAGUE
Malachi Richardson,SG,0,DNP-COACH'S DECISION
TEAM,,,,28-70,6-20,32-38,6,34,40,22,7,0,15,21,,94
 ,,,,40.0%,30.0%,84.2%

400899428,Raptors,Spurs,82,110
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Pascal Siakam,PF,1,26,1-4,0-0,0-0,1,1,2,0,0,1,0,2,-17,2
DeMarre Carroll,SF,1,19,3-7,1-3,3-4,4,1,5,0,2,0,1,2,-20,10
Jonas Valanciunas,C,1,22,1-5,0-0,0-0,1,5,6,0,0,0,1,2,-20,2
Kyle Lowry,PG,1,29,2-9,0-7,2-2,0,4,4,2,0,0,1,3,-30,6
