400899388,Nuggets,Pelicans,107,102
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Danilo Gallinari,SF,1,38,5-11,3-6,2-4,0,3,3,2,3,1,1,2,+3,15
Will Barton,SF,1,35,7-12,2-3,6-6,2,3,5,2,0,0,2,2,-3,22
Jusuf Nurkic,C,1,26,9-13,0-0,5-6,2,7,9,3,0,1,1,3,+2,23
Nikola Jokic,C,1,21,2-5,1-2,0-0,1,6,7,2,0,0,4,4,+5,5
Emmanuel Mudiay,PG,1,28,2-8,0-1,7-8,0,7,7,3,1,0,6,5,-1,11
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Juan Hernangomez,PF,0,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
Kenneth Faried,PF,0,28,3-9,0-1,3-6,6,8,14,1,2,2,3,1,+2,9
Wilson Chandler,SF,0,30,5-15,1-6,1-1,0,7,7,1,0,0,2,3,+5,12
Jamal Murray,PG,0,13,0-2,0-1,1-2,0,4,4,1,0,0,1,0,+8,1
Jameer Nelson,PG,0,20,4-8,1-4,0-0,0,2,2,3,1,0,4,2,+6,9
Jarnell Stokes,PF,0,DNP-COACH'S DECISION
Malik Beasley,SG,0,DNP-COACH'S DECISION
Mike Miller,SG,0,DNP-COACH'S DECISION
TEAM,,,,37-83,8-24,25-33,11,47,58,18,7,4,24,22,,107
 ,,,,44.6%,33.3%,75.8%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Anthony Davis,PF,1,41,17-34,0-2,16-17,1,14,15,5,5,4,3,4,-3,50
Solomon Hill,SF,1,27,1-7,0-4,0-0,0,1,1,1,1,0,2,4,+1,2
E'Twaun Moore,SF,1,28,3-8,2-4,2-2,0,1,1,4,1,1,2,4,+10,10
Omer Asik,C,1,17,1-3,0-0,0-0,0,1,1,1,0,0,0,2,+3,2
Tim Frazier,PG,1,37,6-10,1-3,2-4,0,5,5,11,4,0,1,6,+0,15
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Terrence Jones,PF,0,18,2-6,0-1,2-2,1,2,3,1,3,0,0,0,-14,6
Dante Cunningham,SF,0,9,0-2,0-1,0-0,0,0,0,1,0,0,1,1,+1,0
Alexis Ajinca,C,0,11,0-2,0-0,0-0,1,0,1,0,0,0,0,4,-4,0
Jrue Holiday,PG,0,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
Langston Galloway,SG,0,11,2-5,0-1,1-1,0,2,2,1,1,0,0,1,-3,5
Buddy Hield,SG,0,17,2-8,0-3,0-0,1,0,1,3,0,0,0,1,-12,4
Lance Stephenson,SG,0,26,4-7,0-0,0-0,1,2,3,3,1,0,2,2,-4,8
Cheick Diallo,PF,0,DNP-COACH'S DECISION
TEAM,,,,38-92,3-19,23-26,5,28,33,31,16,5,11,29,,102
 ,,,,41.3%,15.8%,88.5%

400899404,Grizzlies,Nuggets,119,99
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
JaMychal Green,PF,1,26,4-9,0-1,0-0,3,4,7,1,0,0,0,4,+18,8
Chandler Parsons,SF,1,22,2-7,0-2,2-2,0,6,6,3,0,0,0,2,+11,6
Marc Gasol,C,1,24,9-15,3-4,3-3,0,5,5,3,0,1,0,3,+8,24
Mike Conley,PG,1,27,7-14,2-7,2-2,1,3,4,5,1,0,1,1,+5,18
Tony Allen,SG,1,30,2-8,0-0,0-0,2,1,3,0,2,0,0,1,+10,4
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Brandan Wright,PF,0,5,1-2,0-1,0-0,1,1,2,0,0,0,0,0,-2,2
Zach Randolph,PF,0,21,7-12,0-1,0-0,1,5,6,2,0,0,4,2,+13,14
James Ennis III,SF,0,20,4-6,2-4,3-3,1,5,6,1,0,1,1,2,+10,13
Deyonta Davis,C,0,5,0-2,0-0,0-2,1,1,2,0,0,1,0,1,-2,0
Toney Douglas,PG,0,5,1-2,0-1,0-0,0,0,0,1,1,0,1,2,-2,2
Troy Daniels,SG,0,6,2-3,2-3,0-0,0,0,0,0,0,0,1,0,+0,6
Andrew Harrison,SG,0,21,2-6,2-3,2-4,0,0,0,6,2,0,0,3,+15,8
Vince Carter,SG,0,26,4-6,3-3,3-4,1,4,5,6,0,1,0,3,+16,14
TEAM,,,,45-92,14-30,15-20,11,35,46,28,6,4,8,24,,119
 ,,,,48.9%,46.7%,75.0%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Kenneth Faried,PF,1,28,5-6,0-0,1-1,5,6,11,1,1,0,3,5,-8,11
Danilo Gallinari,SF,1,30,4-12,0-3,6-8,1,2,3,2,0,0,2,3,-10,14
Jusuf Nurkic,C,1,19,1-4,0-0,2-4,1,2,3,3,0,0,1,0,-9,4
Jameer Nelson,PG,1,4,0-1,0-0,0-0,0,1,1,2,0,0,0,2,+1,0
Gary Harris,SG,1,25,4-4,2-2,2-2,0,2,2,1,1,0,2,0,-8,12
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Juan Hernangomez,PF,0,15,3-5,1-1,1-1,1,3,4,1,0,0,1,1,-5,8
Johnny O'Bryant III,PF,0,7,0-4,0-1,2-2,0,1,1,1,0,0,0,0,-4,2
Darrell Arthur,PF,0,16,4-9,4-7,2-2,0,5,5,0,0,0,0,1,-8,14
Wilson Chandler,SF,0,25,2-6,0-1,0-1,0,3,3,4,1,1,3,2,-19,4
Emmanuel Mudiay,PG,0,26,4-10,0-1,6-10,2,4,6,7,0,0,2,2,-19,14
Jamal Murray,PG,0,32,3-16,1-7,2-2,1,3,4,2,3,1,1,1,-11,9
Malik Beasley,SG,0,6,2-2,1-1,2-2,0,0,0,1,1,0,1,0,+0,7
Mike Miller,SG,0,8,0-1,0-1,0-0,0,2,2,0,0,0,1,0,+0,0
TEAM,,,,32-80,9-25,26-35,11,34,45,25,7,2,17,17,,99
 ,,,,40.0%,36.0%,74.3%

