400899395,Clippers,Cavaliers,113,94
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Luc Mbah a Moute,PF,1,30,3-7,0-2,0-0,0,3,3,1,5,0,2,4,+21,6
Blake Griffin,PF,1,31,4-14,0-1,5-8,2,3,5,11,1,0,3,0,+19,13
DeAndre Jordan,C,1,30,4-8,0-0,1-3,8,7,15,0,0,1,0,1,+16,9
Chris Paul,PG,1,25,5-11,3-7,3-3,2,4,6,9,1,0,0,4,+15,16
JJ Redick,SG,1,25,9-13,4-6,1-2,0,2,2,1,0,0,2,1,+18,23
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Marreese Speights,PF,0,16,4-7,0-1,0-0,1,3,4,0,0,1,1,4,+1,8
Paul Pierce,SF,0,15,1-2,0-1,2-2,0,4,4,1,0,0,1,5,-2,4
Austin Rivers,PG,0,23,4-8,2-4,2-2,1,3,4,7,0,0,1,5,+4,12
Raymond Felton,PG,0,19,3-7,1-2,0-0,0,3,3,1,0,1,0,3,+1,7
Alan Anderson,SG,0,5,1-3,1-2,0-0,0,1,1,0,0,0,0,3,-4,3
Jamal Crawford,SG,0,21,4-9,2-5,2-4,0,0,0,2,0,0,1,2,+6,12
Brandon Bass,PF,0,DNP-COACH'S DECISION
Wesley Johnson,SF,0,DNP-COACH'S DECISION
TEAM,,,,42-89,13-31,16-24,14,33,47,33,7,3,11,32,,113
 ,,,,47.2%,41.9%,66.7%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
LeBron James,SF,1,34,5-14,0-2,6-11,1,4,5,5,2,0,5,2,-20,16
Kevin Love,C,1,25,7-11,2-5,0-0,0,4,4,0,0,0,3,3,-6,16
Tristan Thompson,C,1,34,1-3,0-0,1-2,4,4,8,0,1,1,1,3,-20,3
Kyrie Irving,PG,1,34,8-19,1-4,11-12,0,2,2,2,0,0,4,2,-18,28
JR Smith,SG,1,24,1-3,1-3,0-0,0,2,2,1,1,1,1,5,-13,3
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Channing Frye,PF,0,15,0-2,0-1,5-6,0,5,5,0,0,0,1,4,-5,5
Chris Andersen,PF,0,8,0-0,0-0,2-4,0,1,1,0,0,0,0,2,-2,2
Richard Jefferson,SF,0,22,4-6,4-6,0-0,0,4,4,0,0,0,0,1,-7,12
Kay Felder,PG,0,11,0-3,0-0,2-2,0,1,1,1,0,0,2,1,+2,2
Jordan McRae,SG,0,6,1-3,1-1,0-0,0,1,1,1,1,0,0,0,+4,3
Iman Shumpert,SG,0,20,1-4,0-2,2-2,0,2,2,0,0,1,0,1,-11,4
James Jones,SG,0,7,0-1,0-0,0-0,1,0,1,2,0,0,1,0,+1,0
DeAndre Liggins,SG,0,DNP-COACH'S DECISION
TEAM,,,,28-69,9-24,29-39,6,30,36,12,5,3,18,24,,94
 ,,,,40.6%,37.5%,74.4%

400899418,Suns,Clippers,98,109
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Marquese Chriss,PF,1,12,1-5,0-2,0-0,1,0,1,0,1,2,1,2,-5,2
TJ Warren,SF,1,41,12-20,0-1,0-0,5,3,8,2,1,1,2,3,+6,24
Tyson Chandler,C,1,23,3-3,0-0,6-6,2,4,6,1,1,0,1,4,-6,12
Eric Bledsoe,PG,1,41,8-27,1-5,5-7,1,7,8,9,3,0,4,4,-2,22
Devin Booker,SG,1,33,4-15,1-5,4-6,0,1,1,2,2,0,3,5,+5,13
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Dragan Bender,PF,0,5,0-1,0-0,0-0,0,2,2,0,0,0,1,2,-10,0
PJ Tucker,SF,0,36,3-8,0-0,0-0,4,9,13,0,1,1,0,3,-6,6
Jared Dudley,SF,0,5,0-1,0-1,0-0,0,0,0,0,1,0,0,0,+4,0
Alex Len,C,0,20,5-10,0-0,0-0,4,3,7,0,1,0,0,2,-7,10
Tyler Ulis,PG,0,7,0-3,0-0,0-0,1,0,1,1,0,0,0,1,-5,0
Brandon Knight,PG,0,7,2-4,0-0,1-1,0,0,0,3,0,0,0,2,-9,5
Leandro Barbosa,SG,0,9,1-5,0-1,2-2,1,0,1,4,0,0,0,1,-20,4
Alan Williams,PF,0,DNP-COACH'S DECISION
TEAM,,,,39-102,2-15,18-22,19,29,48,22,11,4,12,29,,98
 ,,,,38.2%,13.3%,81.8%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Luc Mbah a Moute,PF,1,23,5-6,1-1,2-3,1,2,3,0,0,1,3,3,+14,13
DeAndre Jordan,C,1,31,3-6,0-0,3-8,7,13,20,2,0,3,3,3,+5,9
Raymond Felton,PG,1,37,5-13,0-2,6-8,0,4,4,5,1,2,4,3,+6,16
Austin Rivers,PG,1,37,2-11,1-3,4-5,0,4,4,5,0,0,2,4,+4,9
JJ Redick,SG,1,34,9-14,3-5,1-1,1,3,4,0,0,0,2,2,+7,22
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Marreese Speights,PF,0,18,1-4,1-2,6-6,0,6,6,0,0,2,1,2,+4,9
Brandon Bass,PF,0,14,4-6,0-0,2-3,1,0,1,0,0,0,1,0,+3,10
Wesley Johnson,SF,0,15,1-2,1-2,0-0,0,2,2,0,0,2,0,1,+2,3
Jamal Crawford,SG,0,31,7-18,0-1,4-4,2,5,7,5,0,1,3,3,+10,18
Paul Pierce,SF,0,DNP-COACH'S DECISION
Chris Paul,PG,0,DNP-SORE LEFT HAMSTRING
Alan Anderson,SG,0,DNP-COACH'S DECISION
TEAM,,,,37-80,7-16,28-38,12,39,51,17,1,11,19,21,,109
 ,,,,46.3%,43.8%,73.7%

400899426,Clippers,Trail Blazers,114,106
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Luc Mbah a Moute,PF,1,17,0-2,0-0,1-2,1,2,3,0,0,1,0,0,-8,1
Blake Griffin,PF,1,37,9-22,1-3,8-9,5,8,13,2,3,1,1,5,-10,27
DeAndre Jordan,C,1,28,2-7,0-0,2-10,7,5,12,0,0,1,1,5,-8,6
Chris Paul,PG,1,33,9-19,3-8,6-7,0,5,5,5,1,0,1,2,-4,27
JJ Redick,SG,1,30,3-8,1-5,1-2,0,3,3,1,0,0,2,2,-7,8
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Marreese Speights,PF,0,16,4-8,2-3,5-7,2,0,2,0,0,0,0,3,+20,15
Wesley Johnson,SF,0,12,1-2,0-1,1-1,0,2,2,0,0,1,0,2,+18,3
Austin Rivers,PG,0,26,4-8,0-3,0-0,0,4,4,2,1,0,0,2,+4,8
Raymond Felton,PG,0,16,2-3,0-0,0-0,0,1,1,1,1,0,1,2,+17,4
Jamal Crawford,SG,0,26,3-12,1-6,8-8,0,3,3,1,4,0,1,2,+18,15
Brandon Bass,PF,0,DNP-COACH'S DECISION
Diamond Stone,C,0,DNP-COACH'S DECISION
Alan Anderson,SG,0,DNP-COACH'S DECISION
TEAM,,,,37-91,8-29,32-46,15,33,48,12,10,4,7,25,,114
 ,,,,40.7%,27.6%,69.6%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Al-Farouq Aminu,PF,1,25,0-6,0-5,1-2,0,8,8,2,0,1,2,4,+2,1
Maurice Harkless,SF,1,32,10-15,1-3,2-2,5,3,8,2,0,0,0,4,+9,23
Mason Plumlee,C,1,31,7-9,0-0,3-6,2,6,8,4,0,3,2,4,+5,17
Damian Lillard,PG,1,36,11-24,2-5,5-7,1,9,10,3,0,0,4,6,+13,29
CJ McCollum,SG,1,38,5-12,1-1,5-6,0,4,4,2,3,0,3,2,-18,16
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Ed Davis,PF,0,13,0-1,0-0,0-0,0,3,3,0,1,0,0,4,-20,0
Noah Vonleh,PF,0,10,1-3,0-1,4-5,0,0,0,0,0,0,1,3,-12,6
Evan Turner,SF,0,23,2-8,0-1,0-0,1,5,6,1,0,0,2,1,-11,4
Shabazz Napier,PG,0,1,0-0,0-0,0-0,0,0,0,0,0,0,0,2,-1,0
Allen Crabbe,SG,0,32,3-7,0-2,4-4,0,1,1,4,0,0,0,4,-7,10
Jake Layman,SF,0,DNP-COACH'S DECISION
Meyers Leonard,C,0,DNP-COACH'S DECISION
Pat Connaughton,SG,0,DNP-COACH'S DECISION
TEAM,,,,39-85,4-18,24-32,9,39,48,18,4,4,14,34,,106
 ,,,,45.9%,22.2%,75.0%

400899430,Clippers,Suns,124,114
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Blake Griffin,PF,1,34,10-14,0-0,9-10,2,7,9,5,1,1,1,1,+11,29
DeAndre Jordan,C,1,23,3-3,0-0,0-2,2,10,12,2,2,3,3,4,+13,6
Raymond Felton,PG,1,30,7-14,2-3,2-2,1,4,5,1,0,0,2,4,+15,18
Austin Rivers,PG,1,28,4-12,0-4,6-8,0,3,3,4,2,0,1,4,+9,14
JJ Redick,SG,1,31,5-13,2-7,4-4,0,2,2,3,1,1,1,1,+16,16
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Brandon Bass,PF,0,6,3-3,0-0,2-2,0,1,1,0,0,0,0,0,+0,8
Luc Mbah a Moute,PF,0,13,4-5,0-0,0-0,0,1,1,0,1,1,1,5,+2,8
Marreese Speights,PF,0,21,2-7,1-2,4-4,2,5,7,0,0,1,0,4,-7,9
Wesley Johnson,SF,0,11,1-1,0-0,0-0,0,0,0,0,0,0,0,0,-4,2
Alan Anderson,SG,0,12,0-1,0-1,0-0,0,3,3,0,0,0,0,1,-1,0
