400899382,Pistons,Raptors,91,109
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Marcus Morris,PF,1,32,7-17,2-8,1-1,4,5,9,3,1,0,2,2,-8,17
Tobias Harris,SF,1,36,8-13,1-2,5-5,0,5,5,1,1,0,5,3,-21,22
Andre Drummond,C,1,24,7-11,0-0,2-6,1,5,6,0,1,0,4,5,-8,16
Ish Smith,PG,1,33,3-10,0-4,0-0,0,1,1,7,1,0,0,0,-19,6
Kentavious Caldwell-Pope,SG,1,39,2-9,0-3,0-0,0,0,0,3,2,0,1,2,-15,4
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Henry Ellenson,PF,0,2,0-1,0-0,0-0,1,1,2,0,0,0,0,0,-1,0
Jon Leuer,PF,0,23,3-8,1-2,2-2,1,8,9,0,1,0,1,3,-12,9
Stanley Johnson,SF,0,14,1-4,0-1,0-0,0,3,3,1,0,0,0,1,+0,2
Aron Baynes,C,0,15,3-4,0-0,2-2,1,2,3,0,0,0,0,5,-7,8
Boban Marjanovic,C,0,5,0-1,0-0,0-0,0,1,1,0,1,0,0,2,+1,0
Beno Udrih,PG,0,15,1-5,0-1,3-4,0,1,1,2,0,0,0,1,+1,5
Michael Gbinije,SG,0,2,0-1,0-1,2-2,0,0,0,0,0,0,0,0,-1,2
Darrun Hilliard,SG,0,DNP-COACH'S DECISION
TEAM,,,,35-84,4-22,17-22,8,32,40,17,8,0,13,24,,91
 ,,,,41.7%,18.2%,77.3%
STARTERS,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Pascal Siakam,PF,1,22,2-2,0-0,0-0,2,7,9,0,1,0,0,2,+16,4
DeMarre Carroll,SF,1,29,2-8,2-6,2-4,0,7,7,1,1,0,0,3,+21,8
Jonas Valanciunas,C,1,35,10-15,0-0,12-14,6,5,11,1,0,0,1,4,+22,32
Kyle Lowry,PG,1,38,3-13,1-5,3-3,1,4,5,8,1,0,2,2,+2,10
DeMar DeRozan,SG,1,34,17-27,0-2,6-6,1,3,4,1,1,0,6,1,+21,40
BENCH,position,xf,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
Patrick Patterson,PF,0,26,1-5,0-2,1-2,0,4,4,1,1,0,0,2,+2,3
Norman Powell,SF,0,2,0-2,0-2,0-0,0,1,1,0,0,0,0,0,+1,0
