Paul Pierce,SF,Clippers,400900453,0,7,0-0,0-0,0-0,0,2,2,0,0,1,0,1,+18,0
Paul Pierce,SF,Clippers,400900464,0,9,0-0,0-0,0-0,0,1,1,1,0,0,2,1,-1,0
Paul Pierce,SF,Clippers,400900477,0,15,1-2,0-0,2-2,0,2,2,0,1,0,0,3,+11,4
Paul Pierce,SF,Clippers,400900484,0,16,1-5,0-2,0-0,0,6,6,0,0,0,1,1,-12,2
Paul Pierce,SF,Clippers,400900514,0,8,0-0,0-0,0-0,0,3,3,0,0,0,0,2,-12,0
Paul Pierce,SF,Clippers,400900519,0,10,1-2,1-1,0-0,0,2,2,2,0,0,1,1,-1,3
Paul Pierce,SF,Clippers,400900550,0,DNP-COACH'S DECISION
Paul Pierce,SF,Clippers,400900571,0,8,0-1,0-1,0-0,0,1,1,1,0,0,0,2,+3,0
Paul Pierce,SF,Clippers,400900588,0,7,4-5,2-3,0-1,0,1,1,0,0,0,1,1,+6,10
Paul Pierce,SF,Clippers,400900606,0,2,0-2,0-2,0-0,0,0,0,0,0,0,0,0,-3,0
